Date,Upper West Side,Upper East Side,East Brooklyn,Washington Heights,Astoria-Long Island City,Williamsburg,Bedford-Stuyvesant,Flatbush,Jamaica,Harlem,Williams Bridge,East Harlem,Bushwick,Corona,Sunset Park,Borough Park,Bensonhurst,Soundview,Lower East Side,Canarsie,South Bronx,Flushing,Gravesend-Sheepshead Bay,Forest Hills,East Village,Ridgewood,Jackson Heights,Mapleton-Flatlands,Queens Village,Park Slope,Gramercy,Brownsville,Woodhaven-Richmond Hill,Bay Ridge,Bayside,Maspeth,Hamilton Heights,Chelsea,Woodside,Sunny Side,Greenwich Village,Coney Island,Morningside Heights,Parkchester,Dyker Heights,Wakefield-Williamsbridge,Morris Park,Saintalbans,Throggs Neck,Whitestone,Fort Green,Greenwood,Kings Bridge,Glendale,Middle Village,Clinton,Financial District,Auburndale,Laurelton,Rosedale,Howard Beach,College Point,Ettingville,Douglastown-Little Neck,Great Kills,West Village,Nkew Gardens,North Sutton Area,Midtown,Port Richmond,Baychester,Spuyten Duyvil,The Rockaways,Battery Park,Ardon Heights,Mariners Harbor,Riverdale,Oakwood,Carroll Gardens,Boerum Hill,Rosebank,Rossville,Murray Hill,Tottensville,Huguenot,Downtown,Richmondtown,Eastchester,Prince's Bay,Midland Beach,Little Italy,South Beach,Springfield Gardens,Country Club,Cobble Hill,Woodlawn-Nordwood,Annandale,Clearview,New Brighton,Woodrow,Westerleigh-Castleton,Garment District,Todt Hill,City Island,Utopia,Bloomfield-Chelsea-Travis
2011-12,3146,2985,1560,1918,1719,2152,1667,1597,1624,2342,1533,2524,1646,1653,1658,1648,1593,1523,3109,1554,1562,1703,1596,1657,3233,1635,1643,1526,1642,2152,3101,1534,1624,1661,1770,1675,2320,3387,1687,1671,3408,1676,2613,1499,1645,1525,1532,1628,1572,1745,2160,1811,1523,1625,1696,3197,3244,1768,1627,1619,1622,1686,1821,1743,1825,3441,1634,3202,3304,1814,1547,1626,1614,3273,1810,1811,1652,1809,2084,2203,1796,1799,3022,1925,1874,2298,1831,1552,1981,1833,3555,1797,1618,1584,2101,1512,1903,1757,1836,1827,1807,3083,3105,1614,1792,1797
2012-01,3107.298353,2980.815375,1562.612537,1906.208028,1712.001881,2175.108847,1667.185078,1590.498548,1612.408985,2342.424912,1514.807947,2509.7409780000003,1646.27057,1666.189149,1658.221717,1645.274641,1592.4904060000001,1500.864942,3091.3634899999997,1542.693958,1529.7468820000001,1701.0466629999999,1585.518903,1645.274641,3177.01338,1639.299067,1636.3112800000001,1515.803876,1641.290925,2177.1007050000003,3063.477479,1529.7468820000001,1624.360133,1677.144368,1768.769832,1688.099586,2333.4615519999998,3326.402724,1690.0914440000001,1669.1769359999998,3343.333516,1673.160652,2635.228026,1497.8771550000001,1647.266499,1518.791663,1505.8445869999998,1617.3886300000001,1554.645106,1743.871608,2186.064066,1823.545925,1505.8445869999998,1632.3275640000002,1704.0344489999998,3175.021522,3239.756905,1762.794258,1618.384559,1616.392701,1628.343849,1690.0914440000001,1801.635487,1739.8878920000002,1802.631416,3359.2683799999995,1628.343849,3159.086659,3249.716194,1814.582564,1516.799805,1624.360133,1613.404914,3272.6225600000002,1792.672127,1812.590706,1643.282783,1798.647701,2096.430459,2213.950077,1796.655843,1788.6884109999999,3006.7095280000003,1894.2568809999998,1844.4604329999997,2313.542973,1812.590706,1541.698029,1945.0492579999998,1813.5866350000001,3522.600729,1787.692482,1610.417127,1560.6206789999999,2103.401962,1505.8445869999998,1885.29352,1752.834968,1815.578493,1805.6192030000002,1802.631416,3066.465266,3024.63625,1594.482264,1782.712837,1797.651772
2012-02,3119.152998,2990.180386,1559.576499,1898.8736760000002,1728.2329899999997,2196.502779,1659.778297,1592.3157,1594.299894,2332.4200690000002,1504.019066,2484.210912,1638.94426,1681.604431,1652.833618,1641.920551,1595.291991,1489.1376109999999,3105.2636390000002,1536.758268,1507.9874539999998,1706.4068559999998,1589.339409,1643.9047449999998,3149.9080050000002,1633.983774,1644.896842,1509.971648,1640.9284539999999,2195.510682,3061.611371,1525.8452,1619.1023189999999,1688.5491100000002,1775.853647,1696.485886,2341.348942,3287.809489,1703.430565,1678.6281399999998,3312.611914,1671.6834609999999,2657.827888,1502.0348720000002,1640.9284539999999,1517.908424,1493.105999,1598.268282,1540.726656,1741.130252,2204.439555,1843.316243,1492.113902,1629.023289,1707.3989530000001,3167.7657510000004,3258.046579,1767.9168710000001,1595.291991,1600.252476,1622.07861,1694.5016920000003,1787.758811,1748.0749309999999,1790.7351019999999,3313.604011,1622.07861,3153.876393,3245.1493179999998,1810.5770420000001,1503.026969,1624.062804,1605.212961,3286.8173920000004,1776.8457440000002,1814.5454300000001,1635.967969,1797.6797809999998,2090.348399,2231.226174,1802.640266,1781.8062289999998,3024.903782,1886.9685120000001,1831.411079,2335.39636,1803.632363,1527.8293939999999,1931.612877,1805.616557,3502.1024429999998,1786.766714,1596.284088,1542.71085,2104.237757,1505.0111630000001,1886.9685120000001,1752.043319,1802.640266,1796.687684,1795.6955870000002,3071.532341,3013.990715,1575.450051,1795.6955870000002,1788.7509079999998
2012-03,3128.8888190000002,2983.978089,1557.543899,1901.583659,1764.559227,2230.836609,1657.108414,1584.160155,1577.259644,2310.685379,1494.4535130000002,2440.809299,1636.406881,1699.4972670000002,1653.165265,1632.463732,1595.9896019999999,1481.638278,3105.229925,1520.083982,1497.410875,1714.2840760000001,1587.117517,1656.122626,3143.675628,1621.6200720000002,1665.980499,1498.3966619999999,1641.335817,2207.177715,3052.983199,1522.0555570000001,1604.8616880000002,1682.7388829999998,1784.274973,1712.312501,2329.415337,3314.2168269999997,1729.070885,1705.4119899999998,3331.960998,1659.0799880000002,2662.611437,1510.226109,1632.463732,1512.197684,1482.624066,1578.245431,1527.97028,1735.9713960000001,2222.950311,1848.3511460000002,1479.666704,1620.634284,1715.269863,3153.5335010000003,3249.154867,1776.3886739999998,1572.330708,1580.217006,1606.833263,1697.5256920000002,1783.289185,1757.658716,1787.232334,3322.103126,1613.7337730000002,3136.775117,3252.112229,1803.990718,1497.410875,1623.591646,1592.046453,3266.899038,1771.4597379999998,1808.9196539999998,1624.577434,1800.047569,2101.698476,2250.5523550000003,1794.1328449999999,1778.3602489999998,3011.580133,1875.953189,1822.7206760000001,2365.889466,1803.990718,1507.268747,1922.285191,1807.9338670000002,3516.303219,1790.1896960000001,1578.245431,1523.041344,2125.357371,1504.3113859999999,1885.811062,1754.7013539999998,1787.232334,1793.1470579999998,1790.1896960000001,3063.826859,2990.8786,1555.572324,1815.8201649999999,1783.289185
2012-04,3155.631879,2970.643169,1560.596246,1913.845963,1808.559836,2278.903471,1668.834321,1582.243861,1580.275896,2305.4709980000002,1499.5893310000001,2413.709074,1642.266793,1718.0334460000001,1661.946443,1629.4750210000002,1596.019616,1495.653401,3122.176474,1518.284998,1508.445173,1722.9533579999998,1588.147756,1673.754233,3157.5998440000003,1619.6351960000002,1696.3858309999998,1501.5572960000002,1648.1706880000002,2236.592223,3076.913279,1532.060753,1604.875458,1689.497953,1791.8321329999999,1730.825218,2332.0385260000003,3368.1720990000003,1755.424781,1726.8892879999999,3370.140064,1657.026531,2678.400366,1509.4291560000001,1634.394933,1526.156858,1480.893663,1580.275896,1539.9326130000002,1736.7291129999999,2246.432048,1850.8710829999998,1481.8776460000001,1613.731301,1729.841236,3164.487721,3272.725796,1784.9442559999998,1571.4200529999998,1581.2598779999998,1597.987581,1701.305743,1795.768063,1769.2005359999998,1802.655941,3359.316256,1616.683248,3147.7600190000003,3276.6617260000003,1796.752046,1499.5893310000001,1622.587143,1590.1157210000001,3267.805884,1782.976291,1800.6879760000002,1622.587143,1817.415678,2142.129903,2288.743296,1806.591871,1786.912221,3026.730171,1867.598786,1826.2715210000001,2395.997389,1820.3676260000002,1508.445173,1924.669771,1832.175416,3548.2408969999997,1816.431696,1579.291913,1526.156858,2175.5853079999997,1517.3010160000001,1898.102243,1762.3126579999998,1788.8801859999999,1798.7200109999999,1792.816116,3081.833191,2976.547064,1561.580228,1840.0472760000002,1787.896203
2012-05,3171.503447,2971.994554,1581.329113,1941.034803,1832.926535,2326.2933559999997,1693.3685899999998,1577.397903,1588.20873,2304.671703,1509.584535,2425.556402,1662.901715,1733.66349,1664.867319,1628.5036289999998,1604.916371,1509.584535,3157.744213,1521.378164,1524.3265720000002,1731.697885,1587.225927,1689.43738,3177.400262,1622.606815,1725.80107,1506.6361279999999,1652.0908880000002,2261.4283960000002,3089.930846,1539.068608,1604.916371,1705.162219,1796.562845,1750.3711309999999,2338.0869850000004,3420.1524630000004,1774.9411920000002,1748.4055260000002,3423.10087,1649.142481,2668.308602,1519.41256,1652.0908880000002,1541.0342130000001,1482.066067,1588.20873,1557.7418539999999,1745.4571190000001,2264.376803,1855.530991,1488.945684,1612.778791,1745.4571190000001,3158.727016,3295.336554,1789.683228,1583.2947179999999,1597.053952,1598.036754,1706.145022,1802.4596600000002,1776.9067969999999,1811.3048820000001,3407.3760310000002,1617.692803,3167.5722379999997,3296.319356,1781.820809,1497.790906,1625.555222,1593.122742,3278.628912,1789.683228,1780.838006,1628.5036289999998,1835.874943,2176.907386,2312.534122,1820.1501039999998,1790.666031,3024.083083,1854.548189,1815.236092,2427.522007,1840.788955,1511.55014,1917.447544,1853.565386,3592.1428880000003,1847.6685719999998,1587.225927,1539.068608,2206.391459,1532.188991,1900.7399030000001,1768.061575,1786.734821,1794.5972399999998,1790.666031,3093.862055,2901.232779,1576.415101,1865.359016,1791.6488329999997
2012-06,3174.594459,2976.85864,1598.610473,1957.682979,1843.5667850000002,2356.105897,1721.580509,1590.74039,1608.448076,2312.820444,1523.844691,2443.660563,1690.1001800000001,1749.125797,1678.295056,1641.895926,1623.20448,1521.87717,3183.448302,1535.649814,1550.406219,1739.2881940000002,1596.642952,1707.8078649999998,3183.448302,1645.830967,1743.223236,1522.86093,1662.5548919999999,2310.852923,3102.7799579999996,1548.438698,1624.18824,1730.434352,1807.1676539999999,1763.882202,2335.446931,3420.534532,1788.476209,1759.947161,3425.453333,1656.6523300000001,2637.46134,1536.633574,1670.424974,1566.146383,1488.42932,1609.431836,1573.032705,1767.817243,2287.2426760000003,1877.9983949999998,1511.055807,1635.9933640000002,1764.865962,3167.708137,3316.255941,1799.297572,1612.383117,1630.090802,1615.334398,1720.5967489999998,1801.265093,1786.508688,1812.0864559999998,3415.6157299999995,1636.977124,3169.6756570000002,3303.467057,1767.817243,1503.185725,1645.830967,1615.334398,3311.337139,1785.524928,1763.882202,1648.782248,1851.436868,2230.18458,2346.268294,1833.729182,1787.4924489999999,3029.9816960000003,1839.631744,1803.232613,2449.563124,1857.3394289999999,1529.747252,1913.4137660000001,1867.177032,3596.627624,1869.144553,1606.480555,1554.34126,2237.070902,1555.32502,1905.543684,1782.573647,1790.4437300000002,1783.557408,1783.557408,3096.877396,2834.213398,1594.675432,1885.868478,1788.476209
2012-07,3182.463058,3012.9944370000003,1613.893031,1959.7272510000003,1844.449178,2374.53126,1749.862041,1598.128508,1619.804727,2315.414299,1544.923243,2459.26557,1714.3918640000002,1757.744302,1680.8922530000002,1658.230751,1648.3779240000001,1532.114568,3205.12456,1555.761352,1568.570027,1749.862041,1614.8783130000002,1719.3182769999999,3200.198146,1659.216034,1752.8178890000002,1537.040982,1686.8039489999999,2333.149387,3118.419684,1560.687766,1634.583967,1735.0828,1817.8465449999999,1763.655998,2328.222974,3413.0192049999996,1796.1703260000002,1768.5824109999999,3441.592403,1656.260186,2611.984386,1564.628897,1681.877536,1584.33455,1512.408915,1624.73114,1579.408137,1785.3322170000001,2303.5909070000002,1909.4778350000001,1532.114568,1651.333772,1773.508825,3189.360037,3328.284895,1808.9790010000002,1638.525098,1655.274903,1629.657553,1732.1269519999998,1773.508825,1797.155609,1789.273348,3432.7248590000004,1651.333772,3214.977386,3325.3290469999997,1744.935627,1522.261741,1666.1130130000001,1622.760575,3347.990548,1771.538259,1740.994496,1669.068861,1830.6552199999999,2242.503381,2355.810889,1821.7876760000001,1775.4793899999997,3043.5382,1801.09674,1780.405804,2459.26557,1834.5963510000001,1545.908526,1873.0223760000001,1845.4344609999998,3604.1640450000004,1862.184266,1617.834161,1563.643614,2231.6652710000003,1578.422854,1861.1989829999998,1791.2439129999998,1777.449956,1765.6265629999998,1757.744302,3105.611009,2756.82094,1610.937183,1897.654443,1775.4793899999997
2012-08,3190.6320969999997,3042.709025,1608.540959,1928.877679,1816.221034,2364.809912,1753.5251629999998,1599.724352,1615.39832,2294.277056,1553.6820710000002,2449.0574899999997,1719.2383579999998,1741.7696870000002,1682.012684,1662.420224,1652.623994,1535.069234,3198.4690809999997,1566.41717,1574.254154,1738.830818,1623.2353039999998,1707.482882,3207.285688,1647.7258789999998,1737.851195,1538.008103,1685.931176,2341.29896,3142.630571,1554.661694,1630.0926650000001,1724.136473,1811.3229190000002,1739.810441,2292.31781,3394.393681,1779.9749829999998,1749.606671,3429.660108,1653.603617,2631.2673670000004,1569.356039,1677.1145689999998,1590.907745,1521.354513,1623.2353039999998,1576.2134,1778.0157370000002,2316.8083850000003,1937.694286,1543.885841,1645.766633,1752.5455399999998,3201.40795,3307.207234,1796.6285739999998,1641.848141,1654.58324,1623.2353039999998,1724.136473,1736.8715719999998,1790.750836,1753.5251629999998,3416.9250090000005,1647.7258789999998,3248.429854,3336.5959239999997,1718.2587350000001,1534.0896109999999,1672.2164539999999,1615.39832,3350.310646,1753.5251629999998,1720.2179809999998,1675.155323,1786.8323440000001,2245.295906,2355.993305,1800.547066,1758.4232780000002,3075.036584,1750.5862940000002,1749.606671,2452.975982,1789.771213,1555.641317,1800.547066,1801.526689,3552.112983,1835.8134940000002,1611.479828,1552.702448,2236.4792989999996,1593.846614,1800.547066,1780.9546059999998,1756.464032,1740.790064,1723.15685,3116.18075,2686.126255,1612.459451,1874.9984140000001,1749.606671
2012-09,3209.260236,3085.376938,1597.801905,1893.365993,1793.869171,2337.1998550000003,1750.948973,1606.581036,1607.5564949999998,2265.9913460000002,1557.808084,2454.25494,1715.832448,1707.053317,1671.936791,1652.4276109999998,1641.697561,1545.1271160000001,3196.579268,1578.2927240000001,1570.489051,1724.611579,1624.139299,1675.838628,3230.720334,1620.2374619999998,1710.955153,1552.930789,1680.715923,2331.3471010000003,3173.168251,1559.759002,1612.43379,1702.1760219999999,1813.378352,1702.1760219999999,2250.3840010000004,3373.137354,1745.0962190000002,1717.7833660000001,3419.959388,1648.525774,2656.174961,1556.832625,1669.010414,1581.219101,1526.5933949999999,1616.335626,1571.46451,1769.482695,2319.641593,1965.549962,1539.2743619999999,1618.286544,1714.856989,3219.9902850000003,3310.707976,1798.746466,1631.9429710000002,1638.771184,1614.384708,1709.979694,1733.390711,1785.0900399999998,1745.0962190000002,3398.499289,1629.992053,3284.3705809999997,3348.7508780000003,1706.0778579999999,1535.3725259999999,1669.985873,1597.801905,3357.5300090000005,1762.654482,1711.930612,1677.7895460000002,1763.629941,2236.727575,2353.782659,1788.0164170000003,1760.7035640000001,3106.8370370000002,1712.906071,1740.2189239999998,2452.304022,1760.7035640000001,1551.95533,1737.2925469999998,1767.531777,3513.6034549999995,1812.402893,1606.581036,1545.1271160000001,2240.629411,1589.998232,1763.629941,1765.580859,1744.1207600000002,1726.562498,1706.0778579999999,3135.125349,2620.082977,1608.5319539999998,1868.0040579999998,1753.8753510000001
2012-10,3212.756285,3120.963249,1598.565969,1854.4146460000002,1785.0816079999997,2348.53461,1746.020741,1626.885098,1610.2842289999999,2226.4694010000003,1561.4581460000002,2448.13982,1720.631178,1687.429441,1681.570311,1655.204226,1637.626836,1552.669451,3221.54498,1595.6364039999999,1564.3877109999999,1725.513786,1625.908576,1658.133791,3250.84063,1613.213794,1698.171179,1570.246841,1679.617268,2343.652002,3188.343244,1569.270319,1606.378143,1705.983353,1833.907691,1690.359006,2192.291143,3380.718012,1738.208568,1704.030309,3423.684966,1661.063356,2680.551977,1548.7633640000001,1667.899008,1577.0824929999999,1525.326844,1622.979011,1569.270319,1769.457261,2347.5580879999998,1992.104201,1538.021626,1617.119881,1699.147701,3237.169327,3347.5162760000003,1815.3537800000001,1633.720749,1638.603358,1612.237273,1707.936396,1753.832914,1794.846825,1769.457261,3386.577142,1621.025968,3283.065846,3372.905839,1717.701613,1534.1155390000001,1667.899008,1600.519013,3388.530186,1778.245956,1723.560743,1677.664224,1802.658998,2270.4128769999998,2377.83026,1792.8937809999998,1774.33987,3116.0806399999997,1722.584221,1725.513786,2494.036338,1801.6824760000002,1551.6929289999998,1709.889439,1760.668566,3519.384089,1803.6355199999998,1613.213794,1537.0451039999998,2276.272007,1591.730318,1771.410305,1773.363348,1761.645088,1729.419873,1718.678134,3156.1180289999998,2591.688505,1594.659883,1855.3911679999999,1764.5746530000001
2012-11,3193.125391,3104.264715,1612.186551,1837.755959,1812.3671940000002,2344.554759,1749.8717739999997,1643.4342609999999,1624.880933,2195.151645,1569.220949,2424.6270170000003,1731.318446,1686.3998620000002,1673.70548,1636.598824,1614.139532,1567.267967,3223.3966100000002,1623.904442,1570.1974400000001,1744.989319,1624.880933,1660.034607,3234.138011,1622.927951,1703.000208,1596.5626949999998,1695.188281,2354.319669,3159.9246989999997,1586.7977859999999,1617.069005,1700.070736,1874.8626149999998,1698.1177539999999,2153.162534,3346.4344690000003,1749.8717739999997,1715.694591,3395.2590159999995,1673.70548,2655.07888,1540.9027119999998,1630.7398779999999,1559.4560390000001,1540.9027119999998,1643.4342609999999,1567.267967,1790.884393,2380.6849239999997,1999.8534559999998,1537.9732390000001,1634.645842,1705.9296809999998,3231.208538,3367.9172700000004,1865.0977050000001,1652.222679,1649.293206,1621.95146,1714.7181,1800.6493030000001,1823.108595,1816.2731579999997,3364.987797,1624.880933,3240.973447,3362.058324,1740.106864,1542.855693,1665.8935529999999,1612.186551,3404.047435,1788.9314120000001,1742.059846,1658.081625,1867.0506870000002,2308.424594,2400.214743,1811.390703,1782.095975,3080.828932,1735.2244100000003,1724.483009,2536.923476,1861.1917420000002,1550.667621,1707.8826629999999,1780.142993,3509.508457,1815.296667,1630.7398779999999,1541.8792019999999,2304.518631,1588.7507679999999,1807.4847399999999,1796.743339,1792.837375,1739.130373,1743.036337,3138.441898,2555.476804,1585.821295,1882.6745420000002,1767.448611
2012-12,3203.297892,3090.678125,1622.703946,1855.777898,1836.191852,2376.766733,1756.8683640000002,1664.813946,1642.289992,2213.223245,1567.863016,2423.773244,1737.2823170000001,1696.1516199999999,1685.379294,1648.165806,1620.745341,1568.842318,3243.449287,1631.517667,1557.09069,1763.72348,1643.2692949999998,1678.5241780000001,3238.552776,1642.289992,1718.675573,1609.973016,1713.779062,2401.249291,3157.2706829999997,1589.407667,1637.393481,1721.61348,1909.6395260000002,1714.758364,2166.216734,3345.2967289999997,1764.702782,1736.303015,3388.3860310000005,1697.1309219999998,2713.646731,1538.483946,1634.455574,1561.0079,1542.4011560000001,1663.834643,1567.863016,1811.7092940000002,2435.524872,2011.4869670000003,1535.546039,1659.917434,1722.5927829999998,3251.2837059999997,3375.6551,1896.908596,1668.7311550000002,1669.7104570000001,1637.393481,1722.5927829999998,1842.067666,1841.0883629999998,1855.777898,3382.510217,1642.289992,3211.132311,3356.069054,1775.4751079999999,1534.5667369999999,1666.77255,1631.517667,3406.992775,1809.750689,1779.3923170000003,1664.813946,1916.494642,2387.539059,2463.9246399999997,1820.5230149999998,1802.895573,3082.8437059999997,1748.054643,1744.137434,2593.192546,1908.6602239999997,1550.235574,1731.4065039999998,1808.771387,3514.7160299999996,1829.336736,1646.207202,1548.276969,2366.97371,1583.531853,1845.984875,1828.357433,1826.398829,1764.702782,1789.1853399999998,3145.519055,2586.33743,1564.925109,1915.51534,1757.8476660000001
2013-01,3197.30332,3069.6450649999997,1633.246073,1864.20032,1833.0166239999999,2398.221112,1771.6237230000002,1676.123654,1636.1695439999999,2220.863842,1548.465399,2413.81296,1738.491046,1702.434898,1677.098145,1640.067506,1610.832791,1555.2868330000001,3218.742111,1638.118525,1539.6949849999999,1763.827799,1659.5573160000001,1690.7410120000002,3223.614563,1633.246073,1729.720632,1621.552187,1697.562445,2427.4558269999998,3144.680833,1589.394,1633.246073,1722.899198,1911.9503550000002,1719.975727,2165.317884,3319.1146320000003,1761.878818,1743.3634989999998,3354.19629,1707.30735,2762.680558,1529.95008,1625.450149,1542.6184560000002,1537.7460039999999,1649.8124109999999,1565.0317380000001,1830.093153,2455.7160519999998,2012.3228760000002,1522.154156,1657.608335,1734.593084,3239.206411,3327.885046,1909.0268829999998,1654.6848630000002,1660.531806,1634.220563,1727.7716510000002,1872.970735,1837.889077,1875.894206,3379.533043,1644.939958,3172.941057,3298.650331,1792.088023,1527.026608,1657.608335,1625.450149,3346.400366,1829.118662,1797.934966,1664.429768,1931.4401649999998,2427.4558269999998,2494.695672,1840.812548,1815.4757949999998,3081.338951,1755.057385,1767.725761,2614.558003,1921.6952600000002,1532.873551,1767.725761,1849.5829629999998,3456.517792,1852.506434,1638.118525,1551.388871,2408.9405079999997,1559.184795,1875.894206,1842.7615289999999,1851.531944,1781.3686280000002,1824.2462100000002,3140.782871,2625.277398,1552.363361,1931.4401649999998,1746.2869699999999
